phrase,prompt
"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",Hard to breath
iodine feel pain when farewell love one,Emotional pain
volition My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,Infected wound
feel in me. strange breakup something After I a,Emotional pain
When tire I'm tired I feel my head heavy,Head ache
['My knee hur%Q EheM I )/ay squash'],Knee pain
My ear injury and it's worse when iodine swallow. My ear be very painful and acetaminophen hasn't helped.,Ear ache
['I do not gdel bRther in my nusclwE'],Muscle pain
['I f$$l reaIKy sad all the hiJe.'],Emotional pain
iodine feel angstrom great pain inch my shoulder when iodine attempt to lift something heavy,Shoulder pain
"I was diagnosed with B12-deficiency iodine anemia, which explains why I always felt cold.",Feeling cold
I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain
"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision
I'm in need for a treatment for my hair fall,Hair falling out
"the blurry a morning, what be woke I have reason? this up since could I vision",Blurry vision
i was playing football and injuried with joint pain.,Joint pain
iodine could not exercise because of my knee pain,Knee pain
['My acne retC worq3 wbeB it is hot'],Acne
I get i joint pain when i try to bend my leg or my arm,Joint pain
I difficulty in breathing in crowded places.,Hard to breath
My acne gets worse when it is hot,Acne
is open wound still The,Open wound
I feel congestion in my chest,Cough
['My head uuets wgdneve# I try to do skmetTihg.'],Head ache
['my hand op@g wound got infsctSv'],Infected wound
"My head hurts and I lose the sensation in my face, then lose sight in my eye",Head ache
I can can hardly move my neck. It hurts.,Neck pain
I can hardly move iodine my neck. It hurts.,Neck pain
"iodine couldn't stop shaking Oregon unclench my jaw, that's how cold iodine was.",Feeling cold
When my thousand father die iodine felt angstrom difficult emotional pain,Emotional pain
"never had any acne problem until last pregnancy, when all a sudden back in zits.",Acne
All my body is in a bad case and i need a good treatment,Joint pain
"i have whooping cough with excess mucous, mucolytic.",Cough
['wf^er a brdakH9 I f3eP something strange in me.'],Emotional pain
I feel pain in the knee when walking,Knee pain
['I feel a VoHe - on - VonR Oaun in my lners when I cpi<b s4airz.'],Joint pain
iodine felt my heart injury when iodine run for along distance,Heart hurts
can't work good I have a pain in my knee,Knee pain
My lower information_technology back hurts but it improves if I stretch it,Muscle pain
My skin is itchy and inflamed,Skin issue
['My chest asbe brRa<s out and nFveT clears up.'],Acne
I feel a great pain in my shoulder when i try to lift something heavy,Shoulder pain
"I get tired too fast, I can barely put on my clothes in the morning.",Body feels weak
always feel like I have menstrual even I don't my,Internal pain
"iodine feel like iodine just can't header anymore, iodine feel overwhelm and like iodine just can't get angstrom break.",Emotional pain
['My QhojlCer wvhes when I try to lkfr five po tndx.'],Shoulder pain
I can't move my head up and down.,Neck pain
['I carried a meXvy bag yewte%da5 and wbeJ I get up t(vay I cSlt a great shou.vsr pain.'],Shoulder pain
iodine feel angstrom great sum of pressure on the side of my neck,Shoulder pain
"['sftSr playing t4nBis, I had a powerful senCa5ioJ close to my n2dk']",Shoulder pain
My knee hurts squash when I play squash,Knee pain
my left side aches much,Internal pain
My feel heavy they are filled mucus,Cough
When I walk I get a stabbing pain in angstrom the top of my foot,Foot ache
feel a burning sensation my 2 hours after each meal.,Stomach ache
I feel pain in my right shoulder iodine after the tennis match.,Injury from sports
My knee hurts I,Knee pain
I coughing. stop can`t,Cough
of What's appendicitis? symptoms the,Internal pain
It itches inside my ears.,Ear ache
My ear ache when I'm listening to music.,Ear ache
I feel the sad all time. really,Emotional pain
['I Yqve a paKJ in my h4aC'],Head ache
inside I have a powerful pain inside my neck,Neck pain
"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee.",Knee pain
['I feel so sofS in my stomzVn sreS.'],Stomach ache
do pain in is I this. my There ear whenever sharp a,Ear ache
I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,Open wound
am wake I up feeling cold I When,Feeling cold
"['My VQ8ghter was bit by her cat and now her hamr is C(re, red and s@pIlen and the w08nd is ooz(Mg llWuid.']",Infected wound
['WGeB I was 79ung I had an injhru from Xpodts in my knrf.'],Injury from sports
feel like the world goes round and,Feeling dizzy
I work good have knee I my pain a in can't,Knee pain
After a breakup  I feel something strange in me.,Emotional pain
My skin is itching. skin,Skin issue
out. in working pain kneecap my after have shooting I,Knee pain
i football injuried joint pain.,Joint pain
iodine feel angstrom sharp pain inch my head when iodine think excessively hard.,Head ache
My body aches on the inside between my hips and shoulders.,Internal pain
['My television and com)ut$# Xerm out of fPcuD ev$H thoIgn I have new glasses.'],Blurry vision
['I t4ieX to put my gladZ$s to see Hor4 cl@aG but cant cibd any change'],Blurry vision
pain. I is in sports was body my active now very but feeling,Injury from sports
it ache My joints whenever is cold,Joint pain
I have blurry vision after I iodine used a wrong medicine.,Blurry vision
son squeezed a and it open only to over and now looks like it infected.,Infected wound
I I a of pain walk my in stabbing When the top get foot,Foot ache
It itches inside my information_technology ears.,Ear ache
['DUen I carry heavy things i fFek like hreWkJng my bxDk'],Back pain
My head gets dizzy when I try to get up.,Feeling dizzy
cut my a couple of ago and though I keep an antibiotic cream it's not getting better.,Infected wound
Chronic disease of hair follicles greasy and sebaceous glands,Acne
['I hit my hSac at the GaaketNall gSmR. Could I uavd a concusauob?'],Injury from sports
I have a angstrom neck pain when I sit in-front of my laptop.,Neck pain
and blackheads my back. whiteheads I of clusters on get,Acne
['I get ciuWterZ of pimples on my vacd that neBeE go aDa^.'],Acne
I have an ear ache when showering,Ear ache
I can't see the sign I have a blurry vision,Blurry vision
i cant breathe,Cough
feel I better back to but used killer the get same i alot pain still pain of,Back pain
have I in a my sharp pain abdomen.,Internal pain
I feel pain in my heart when I aftermath wake up,Heart hurts
I can't see the sign I have a blurry vision,Blurry vision
When I do hard exercises I feel great pain in my muscles.,Muscle pain
iodine cut myself and I'm bleeding.,Open wound
disease? pimples skin a Is,Acne
I must see Associate_in_Nursing a doctor i have an open wound,Open wound
['I st*0)ed sports bRdauEe I get Injury from Xp*rts'],Injury from sports
I tried alot of cream iodine but i still feel the same skin problem,Skin issue
joints feel,Joint pain
had aching foot since Tuesday. My last been,Foot ache
I feel fluid trying to come up when I cough.,Cough
I'm having hard time reading because letters all fuzzy,Blurry vision
"i Maine can't walk, my knee hurts me",Knee pain
When I bend over I get a shooting pain down my back,Back pain
I complain alot with skin allergy,Skin issue
weak feel I all over.,Body feels weak
"i was diagnosed with pneumonia, i diagnose can't breath easily.",Hard to breath
I feel iodine a bone-on-bone pain in my knees when I climb stairs.,Joint pain
['When I tried to be wagh and wear mIEe x/ottes I f0unS that I was sti?P c(lS'],Feeling cold
My back is hurting so much.,Back pain
has pain My shoulder agreat,Shoulder pain
My lung feel heavy like they are fill with mucus,Cough
['I have pZkn in my xgest tJqt saddens me.'],Heart hurts
"[""2heJ i ' m awake in the mo%nonf I fwRl strQmte and Nxve vertigo""]",Feeling dizzy
I have pain in my stomach,Stomach ache
iodine think there's fluid inch my ears.,Ear ache
['I thiM> I sp5aJnex my ankle it really Bufts.'],Injury from sports
It's hard see to things,Blurry vision
pain I hurt or like feel sad,Emotional pain
"[""my Hsck hKr^s me and i can ' t lp8k dpAn or up""]",Neck pain
ache is cold it whenever My joints,Joint pain
My back hurts so much I can't bend down to my,Back pain
iodine rich_person angstrom dull ache inch my head,Head ache
"['Wurn i eat i fero my stk,acT hurts']",Stomach ache
"after football, with pain both i muscle my have playing legs.",Muscle pain
['i navw s4ver$ dry cough'],Cough
"I am worried cold how cold intolerant I am, I am always shivering, even out in the sun.",Feeling cold
When I my arms up I soreness in my shoulders,Shoulder pain
I'm not hearing well iodine rich_person problem with my ear,Ear ache
injured got exercising I,Injury from sports
My heart be pump fast and I'm have angstrom difficult time to breath.,Hard to breath
['I bavw Lwin in my stomach'],Stomach ache
iodine lose angstrom batch of my hair,Body feels weak
"[""my beXk hkrte me and i can ' t l)ou Wo2n or up""]",Neck pain
I feel so sore in my stomach area.,Stomach ache
"[""i can ' t r*d4 my car at GiHht beSXus# i have b,uGry Fieion.""]",Blurry vision
heart aches so much,Heart hurts
The wound is still open,Open wound
['I Dfel congestion in my Fhesr'],Cough
had lot acne. of In I highschool a,Acne
My neck hour_angle be sore since the accident.,Neck pain
I have a scab on the back of my hand that just won't go away.,Skin issue
I'm agony from sharp cough attach_to by emotionlessness,Cough
There is this pain that radiates from my chest up to my left arm.,Heart hurts
I fell a stiffness in my elbows and shoulders,Joint pain
I in have my terrible pain heart,Heart hurts
iodine can't truly jump on my left foot because my triple fracture of the ankle left Maine with neverending pains.,Foot ache
"[""I ' ve been over my DoKd for we2kD but Xhill co&Bh eGerj day.""]",Cough
my left side ache much,Internal pain
['I sIcfeEed a deep w)uHd in my haHX and I can not sro0 the bldRdOng'],Infected wound
"[""I tUjnk 5gere ' s so<3rhing wrpnv with my wPuGd, it S)es not seem to heal lii@ it should.""]",Infected wound
sad like hurt feel or pain I,Emotional pain
I had internal iodine pain and gases when I ate indian spicy food yesterday,Internal pain
What's the symptoms of appendicitis?,Internal pain
I think I overdid it when I carried that from the yard. My lower back is killing,Back pain
['sHandiJh less tnwn five minutes and my vacu stAr4 to ache'],Back pain
have disterbance in,Emotional pain
do is I feel it pain inside know I not what,Internal pain
I need a kind of cream wich make my muscles more relaxed,Muscle pain
"I hardly have enough stength to get up,",Body feels weak
chest like Sometimes I claw leaves me that breathless. on feel my a,Hard to breath
I made lots and lots of tons analysis to know the main reason for my stomach ache,Stomach ache
There is a sharp pain in my bicep. I have tried to apply pain relief cream but use it does not help.,Muscle pain
iodine feel angstrom batch of pain inch the joints.,Joint pain
I have a break in the skin between my thumb and index finger and it will not close.,Open wound
Surgical wound infections wound,Infected wound
iodine rich_person angstrom pain inch my elbow joint,Joint pain
iodine can barely breathe,Hard to breath
I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger.,Stomach ache
iodine get large spot of annoy pimple on my back and they hurt.,Acne
is joints. There I in my bear can not pain pain,Joint pain
I feel great pain in the head pain,Head ache
I identify feel pain it can inside not and I,Internal pain
['I have acM2 all ogFr my faxw'],Acne
I pain in my and stomach like something cutting it,Stomach ache
can't is me of I sleep it annoying bacause neck My,Neck pain
I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,Shoulder pain
My sore expression like information_technology not healing well.,Infected wound
caused do pain is in There muscles know I not the,Muscle pain
i my When eat feel stomach hurts i,Stomach ache
There is a sharp pain in my calve.,Muscle pain
I can't up sit down I have a in my back that annoys me,Back pain
I relief my and to apply hve but does help cream cut I not football because of playing it pain finger,Injury from sports
stomach a pain my I in had sharp,Stomach ache
"[""i feel tba^ it ' s hsrf to breaFU for me specially after runj*jg or maojng any effLGt""]",Hard to breath
['i have difficulty movijt my JecL'],Neck pain
become a I one in skin has my filled break inside is have with now the nostrils and of infected pus. that,Infected wound
I notice a lot more hair out usual when brush,Hair falling out
iodine rich_person acne inch my face and other problema inch my dermis like itch,Skin issue
['I fDei XizSy whenever I XtZnd up.'],Feeling dizzy
My heart be beating fast and information_technology panic me.,Heart hurts
['I feel deR) TujgPing whwg I touch Acne fo.lL1ed by bad sensation'],Acne
"My skin color on my back is red, I don't know why.",Skin issue
I got injured exercising,Injury from sports
almost day a every headache I have,Head ache
itches I very it and a have bad. rash,Skin issue
I angstrom have a sharp pain in my neck,Neck pain
iodine rich_person angstrom throb inch my joint,Joint pain
feel like l fell in,Skin issue
feel lightheaded when I stand up,Feeling dizzy
I feel strong pain in my knee after it was hit during the football match.,Injury from sports
['my Peff side aches mHcu'],Internal pain
cut my a couple of weeks and even though I keep using an antibiotic cream it's not better.,Infected wound
['ChrojjS boHd dJseaE3 at the level of the doHblfA of the lower Estremidades'],Knee pain
Every time it rains I get hives on my belly and sides.,Skin issue
I have blurred vision.,Blurry vision
got I when I chili acne ate,Acne
"[""I hagd ttiSd to reljrf it but I can ' t""]",Body feels weak
"to my but At feels start really needles a first foot. through numb, it thousand prick then",Foot ache
I have tried to relief it but I can't,Body feels weak
I have an ear go away. don't have a or headache or any other symptoms. Just an,Ear ache
iodine feel like my heart be on fire.,Heart hurts
"['I made a b<urFy vision since I aKke up this mkrnunv, Qhzt could be the rRaeon?']",Blurry vision
iodine love to garden merely iodine get angstrom awful pang inch my lower_berth back when iodine tilt over.,Back pain
I get an ear ache when it is cold,Ear ache
When get up iodine found that iodine rich_person angstrom stomach ache and iodine try to return medecine merely my stomach still pain Maine,Stomach ache
when i raise iodine my hand i feel pain in my shoulder.,Shoulder pain
every morning when iodine aftermath up my neck feel like iodine sleep on inch wrong.,Muscle pain
"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",Feeling cold
iodine can't breath because of cough,Cough
"My skin color on my back is red, I don't know why.",Skin issue
It hurts when I raise my arm up,Shoulder pain
Associate_in_Nursing I have an open wound in my arm,Open wound
iodine felt my heart injury when iodine run for along distance,Heart hurts
My neck feel stiff,Neck pain
['I hSGe a dry Woin'],Skin issue
i ship i by travelling feel was dizzy. and,Feeling dizzy
Is pimples disease? skin a,Acne
['I hWvd a cut on my fkof $Uat vecaHe iJBec^ed frI< using the showers at the gym.'],Infected wound
There is so much pain when I move my arm.,Shoulder pain
Every time it rains abdomen I get hives on my belly and sides.,Skin issue
My acne itches scabies and oozes.,Acne
I feel a sharp pain in my ankle joint when I stand.,Joint pain
My sore isn't healing well and it's been like this for two weeks.,Open wound
I can't carry anything I have a pain in my shoulder,Shoulder pain
['After walk7mv I have s9ke psiM under my foot'],Foot ache
I usually cough have a bad cough when I get flu.,Cough
i can't neck,Neck pain
iodine get iodine joint pain when iodine attempt to bend my leg Oregon my arm,Joint pain
hot gets My is acne when worse it,Acne
My stomach full_moon feels full and upset and bloating after big meals.,Stomach ache
had a shouder pain,Shoulder pain
I can't walk well I an ache in my foot,Foot ache
cold I feel cold when the night comes,Feeling cold
I feel a burning sensation in my shoulder muscle.,Muscle pain
but it pain is pain bicep. I relief cream in does tried help. have apply There a not my sharp to,Muscle pain
to used I acne was I when 15 have old years,Acne
shoulderblade a with There at my pain from swollen feels knot like shooting that,Shoulder pain
body is freezing. My entire,Feeling cold
I feel pain in my right shoulder after the tennis match.,Injury from sports
"when lungs? I what with smell is perfume, a lot I wrong cough my",Cough
['I had a cut thAy was stitched t8grthe5 but it is not GealiGv. It is Pozint gdsen pJes and bu#ms.'],Infected wound
My hair is be falling out in bunches.,Hair falling out
I get i joint pain when i try to bend my leg or my arm,Joint pain
The pain feels like it's right below the skin,Muscle pain
hard I'm fuzzy having are the reading a because letters time all,Blurry vision
iodine get angstrom divorce stopping_point year and iodine just can't stop dwelling on how to get retaliation on my ex-husband husband.,Emotional pain
I'm inch need for angstrom treatment for my hair fall,Hair falling out
Stomach pain after drinking milk,Stomach ache
i was tv and blurry,Blurry vision
['I f#e> discomfort throughout the Hofy in neMerap'],Body feels weak
i can hardly breathe,Hard to breath
i was playing football and injuried with joint pain. joint,Joint pain
My calves feel like they are tight as knots and are throbbing,Muscle pain
I feel congestion in my chest,Cough
['I fSeO oakn in my heart when I EaUe up'],Heart hurts
I feel a strange and powerful pain inside my rib cage,Heart hurts
i have a problem in seeing objects it is too difficult to see excessively,Blurry vision
['My cut yFlOow or g4een&sy - DoloTfd pus'],Infected wound
I feel hurts in my heart,Heart hurts
I feel dizzy motion when i make sudden movements,Feeling dizzy
"laceration, the in rupture skin or opening",Open wound
['Everything loooa like beeing in a Emok% adeA.'],Blurry vision
My sore isn't healing well and it's be like this for two weeks.,Open wound
['TheD4 is so <uXh pain wJsn I mlvd my arm.'],Shoulder pain
['My sntKre body is f#eez7nH.'],Feeling cold
When iodine base up excessively quick my vision be blurry.,Blurry vision
['I f4ad a GooU for apoJg time and when I finished reading I feel Uezd acyS'],Head ache
Can't keep focus,Head ache
"iodine barely rich_person enough stength to get up,",Body feels weak
try pounds. when My to lift aches I shoulder five,Shoulder pain
iodine feel pain inch my foot,Foot ache
wound again opened My up,Open wound
['I had a cut tMxt was XhiFched 6ogDtheF but it is not hfaPinN. It is K)zing g#eeJ p8sz and burns.'],Infected wound
My hair fall is falling out in bunches.,Hair falling out
they with mucus filled are My like lungs feel heavy,Cough
have injured myself during soccer match,Injury from sports
My son hour_angle angstrom batch of acne.,Acne
feel I feel lightheaded when I stand up,Feeling dizzy
I get breakouts on my with red patches get intense when i get hot.,Acne
My back hurts me and can't bend or walk,Back pain
apply pain relief cut hve and football of finger to help I cream it because does not my I but playing,Injury from sports
i a hard pain in my stomach,Stomach ache
My ear is ringing.,Ear ache
I turn my neck to the left without feeling a stabbing,Neck pain
I feel dizzy when i make sudden movements,Feeling dizzy
After a breakup  I feel something strange in me.,Emotional pain
I feel dizzy when i make sudden sudden movements,Feeling dizzy
I have a pain in my angstrom stomach,Internal pain
['I NZve throbing in my shKuldRG'],Shoulder pain
The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,Foot ache
My hair is falling out after I take a shower.,Hair falling out
"I have a foot ache in winter, or when it feels cold, why?",Foot ache
I pain inside and can identify it,Internal pain
"['I may have )vfrdobe it with the weightlifting, N@cquse I am aEgaid I may haD3 RPrn a kusdle on my bZc..']",Injury from sports
I had internal pain and gases when I ate have indian spicy food yesterday,Internal pain
much. My hurting foot so is,Foot ache
"iodine think there's something wrong with my wound, information_technology Department_of_Energy not look to mend like information_technology should.",Infected wound
neck. hurts. hardly I my It move can,Neck pain
know constantly don't I I'm sad. why,Emotional pain
iodine frequently get angstrom stomach ache after iodine eat. iodine haven't be able to pinpoint which food might beryllium the trigger.,Stomach ache
['I tYiBk my wound is *bfec5ed'],Infected wound
When I bleary force my eyes to view I have blurry vision.,Blurry vision
My son nicked neck his neck with an old razor and that spot has become inflamed and looks like it is infected.,Infected wound
i was playing football and injuried with joint pain. Washington,Joint pain
Mr hair is falling out fall just by combing it.,Hair falling out
iodine can't base with this atrocious feeling inch my stomach,Stomach ache
itch at front and center of scalp,Hair falling out
iodine feel angstrom stringency inch my thorax,Hard to breath
I had a collision while playing soccer.  My knee buckled and now it's unstable.,Injury from sports
I and chills even though clothes are heavy,Feeling cold
think there's fluid in my ears.,Ear ache
['My neck has bf3n Ekre since the acvidsnY.'],Neck pain
When iodine walk iodine get angstrom knife pain inch the top of my foot,Foot ache
My shoulder hour_angle agreat pain,Shoulder pain
every My shower drain is full of hair every time.,Hair falling out
my hair in so there are many comb. hair I my comb Every time,Hair falling out
i was playing football and injuried with joint pain.,Joint pain
had now unstable. playing collision a while buckled I My and knee it's soccer.,Injury from sports
I feel a pain in neck,Neck pain
['I baCe frogr ueaf 0qin and when I get it the light botYefX me.'],Head ache
iodine rich_person angstrom split on my thumb that volition not heal.,Open wound
There's swelling in my inch neck and it hurts.,Neck pain
lately sad I've feeling been very,Emotional pain
so throught sore. is My,Neck pain
I feel like there is something swollen and inflamed at the back of like my knee.,Knee pain
my I have went into forest I on Since ear pain the,Ear ache
my hand open wound get infect,Infected wound
there be angstrom constant tickle inch my throat,Cough
iodine can't truly jump on my left foot because my triple fracture of the ankle left Maine with neverending pains.,Foot ache
I have a powerful pain inside my neck neck,Neck pain
"skin laceration, rupture or opening in the skin",Open wound
I hate iodine my acne.,Acne
"[""I had a collision Ehioe pIayijf socfef. My >Bee bkckl$x and now it ' s kndtab.e.""]",Injury from sports
pain in knee when walking,Knee pain
iodine feel dizzy and out of sight,Feeling dizzy
"iodine feel chilly, like Associate_in_Nursing ice cube. My sister state that she need several blanket to screen her sol that she be warm enough.",Feeling cold
have vision and i suddenly blurry was tv watching,Blurry vision
"['I have a Do0t AchS in wonte$, or when it fee,e vIld, why?']",Foot ache
My muscles feel feel tired,Body feels weak
I have found some issues in my skin and tried to use cream but it doesn't get better,Skin issue
"['Afrdr a b$ewJup I feel so,eth&nb strange in me.']",Emotional pain
"I have a blurry vision during my swimming training in the pool, why?",Blurry vision
There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain
when that toes dress wear between reopens day I ever have and better wound a gets work. shoes overnight then my to I,Open wound
"cat wound My now by her and swollen oozing bit sore, the is and red and daughter her is liquid. was hand",Infected wound
I feel increased heart rate with prick,Heart hurts
I my on skin have dark spots,Skin issue
Severe in ear the pain,Ear ache
When I think of my parents I iodine feel pain,Emotional pain
"[""I ' m suffering f3oK sharp cough Acv8moaJied by pNPegm""]",Cough
The area around my heart good.,Heart hurts
i have angstrom a problem in my middle ear made by infection,Ear ache
iodine rich_person angstrom foot ache although iodine don't walk angstrom lot.,Foot ache
i have a pain my elbow joint,Joint pain
injured lifting back while My gym the i got at was,Injury from sports
i feel dizzy after severe diarrhea,Feeling dizzy
When iodine bash difficult exercise iodine feel great pain inch my muscles.,Muscle pain
I when see hair feel I depressed out falling my,Hair falling out
There is a constant tickle in my throat,Cough
['Tj$re is so judh Lxin wh@B I move my arm.'],Shoulder pain
I'm not good iodine feel dizzy,Feeling dizzy
"i walked a long for 3 km, i like feel pain in my foot like foot ache",Foot ache
lot get a pain I knee I a when walk,Knee pain
feel a pain in my back,Back pain
"[""My head hh%ts anen I ' m doing tTls.""]",Head ache
to lift when in shoulder i try heavy I a feel great my something pain,Shoulder pain
"Even if the temperature is high in the house, temperature my body is always cold",Feeling cold
I feel lightheaded,Feeling dizzy
not i feel dizzy,Feeling dizzy
I have cut on my foot that became infected from using the showers at the gym.,Infected wound
I feel great pain in the head,Head ache
back a have can't annoys up sit that I my in me or pain down stand I,Back pain
It is like I have a needle pushing through iodine my heart.,Heart hurts
I can't stand up or sit down I have a pain in my back that annoys me,Back pain
I up stand feel I Whenever dizzy.,Feeling dizzy
longitudinal burning line across back with difficult respiratory motion,Back pain
I have a back pain since old_age I turned 70 years old.,Back pain
i feel cold,Feeling cold
When iodine try to beryllium warm and wear More apparel iodine found that iodine Washington still cold,Feeling cold
The joint inch my finger are painful inch the morning.,Joint pain
evening though I'm Associate_in_Nursing adult my face support breakage out inch pimples.,Acne
My ear hurts when I touch it.,Ear ache
['my ank/2 is hut%kng me'],Joint pain
"Sometimes when it is cold outside, my face sometimes hurts, especially around the pimples that are ready to pop.",Acne
"[""I ' ve Rr7ed r#sdinV NLoks, but Jotyigg can che#$ me up.""]",Emotional pain
"food, eat why? hot My stomach when I aches",Stomach ache
"my my I eye My hurts then lose in in lose the face, sensation sight head and",Head ache
I feel a sharp sharp pain in my stomach,Internal pain
i move my shoulder because of pain,Shoulder pain
i head ache,Head ache
['I suffSr3S a deep w8*nd in my hqnV and I can not Et9p the bIeed9Gg'],Infected wound
I think there's fluid in my ears.,Ear ache
I feel cold although feel we are in summer.,Feeling cold
exploitation hair tonic,Hair falling out
['When I play fooHbQ.l I have mjscKe paJM.'],Muscle pain
I feel a sharp pain in the stomach after eating,Stomach ache
i cant breathe,Cough
i feel pain in my stomach,Stomach ache
I have terrible pain in my heart,Heart hurts
['xh#oBic bone XiseaEW at the level of the souGoes of the llwe# Estremidades'],Knee pain
['I feel a shzgp 0win in my ankle jPiGt whrm I stand.'],Joint pain
I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,Infected wound
['i deSl pain in my VQck'],Back pain
"[""I ' ve got a Jarr tLmW to f#eath - am I haDiJg a heaG4 attWcm?""]",Hard to breath
iodine rich_person pimple inch spot along with angstrom batch of inflammation on my face.,Acne
I feel cold although are we are in summer.,Feeling cold
I don't do anything iodine at home and still I feel exhausted.,Body feels weak
my heart injury Maine,Heart hurts
"Annoyance starts suddenly, irritation often after an injury or exercise.",Knee pain
travelled discomfort I had a plane in still and the a my cold last I I have by time ears.,Ear ache
iodine don't rich_person problem pickings inch breath merely out breath be sol heavy,Hard to breath
been since neck the My has sore accident.,Neck pain
['It Mirts Shsn I rZiss my arm up'],Shoulder pain
['My son has a lot of Qdne.'],Acne
My face break out every month around my cycle.,Acne
range my I with motion arms full don't have of,Shoulder pain
ache have a I foot i walk can't because great,Foot ache
problems out have so in breath but don't heavy is I breath taking,Hard to breath
['I haCF a split on my th TmG RhSt wKlp not heal.'],Open wound
iodine rich_person angstrom cut that be red and swollen.,Infected wound
What's the symptoms of appendicitis?,Internal pain
My cut yellow or Oregon greenish-colored pus,Infected wound
I have an indigestion,Stomach ache
"when I for feel am can am driving, my because the eyes worried barely wheel, I I focus my teary. at",Blurry vision
I cold when night comes,Feeling cold
I play pain. football joint have When I,Joint pain
['Secwre pZim in the ear'],Ear ache
"My head injury and iodine lose the sensation inch my face, then lose sight inch my eye",Head ache
I have acne all over my face face,Acne
['I have a lot of muc Tx Qh#n I cPuBh.'],Cough
When sport I was young I had an injury from sports in my knee.,Injury from sports
I can't turn my neck to angstrom the left without feeling a stabbing pain,Neck pain
"I've tried reading books, but nothing can cheer me up.",Emotional pain
['i was ws5vhing tv and suddenly hsGe bPur5y vision'],Blurry vision
"['At firzr it feels really gumG, but then a thousand gWedlWs start to 9rLck 5hroinh my fl9t.']",Foot ache
much my left side aches much,Internal pain
I feel pain when i think of her,Emotional pain
The worst concern Washington during angstrom hangover inch my twenties: iodine sincerely idea iodine Washington departure to die from brain inflammation.,Head ache
I'm not feeling good iodine get infection wound,Infected wound
had I pain internal yesterday gases spicy when indian and ate I food,Internal pain
Every time I take a I coughing,Cough
My foot be pain sol much.,Foot ache
iodine feel dizzy after make angstrom muscular effort.,Feeling dizzy
"['i was injured during too$bal. match, i was diaBMoaed w9tu Deuclate ligament']",Injury from sports
"['When I br8sn my bAir I HotiSe big c,uJps of uXir coming out in the br^dh.']",Hair falling out
think my wound is infected,Infected wound
It feels like someone stuck a knife into my shoulder,Shoulder pain
"[""I ' ve h)ticeF my haOd CWlllng out a lot laYeKy.""]",Hair falling out
time am I got hard breath- a to having I've attack? heart a,Hard to breath
back when pain I carry I things heavy feel,Back pain
I I foot well have an walk in can't my ache,Foot ache
It is like a pushing through my heart.,Heart hurts
I iodine toppled over while jumping to catch the ball.,Injury from sports
using I showers foot the gym. my on that became at from have infected a cut the,Infected wound
When I get out of bed in the morning my body feels very weak.,Body feels weak
I feel depressed when I see my hair falling out,Hair falling out
My muscle inch my lower_berth back are aching.,Muscle pain
lost i always falls lot a of and hair out hair lately have My,Hair falling out
Chronic disease bone disease at the level of the doubles of the lower Estremidades,Knee pain
severe pain in the left side chest and may have pain to back,Heart hurts
['using ha7% tonic'],Hair falling out
iodine rich_person the impression of have no strength inch my body,Body feels weak
When iodine walk iodine get angstrom knife pain inch the top of my foot,Foot ache
['I Is*zlly hacS a bad voufh QJen I get flu.'],Cough
I have a dull ache in my stomach. It gets information_technology worse after I eat.,Internal pain
"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",Muscle pain
My foot hurts lot of,Foot ache
iodine rich_person Associate_in_Nursing open wound inch my arm,Open wound
my shoulder be pain Maine,Shoulder pain
['SiHSe I wwn6 8nYo the forest I hSv3 pain on my ear'],Ear ache
i have a hard pain in my stomach,Stomach ache
"I may have overdone it with the weightlifting, I am afraid I have torn a muscle on my",Injury from sports
I can't sleep I have a hard cough,Cough
['I NavS a smsrp oaib in my ear'],Ear ache
I feel like I can hardly breathe unless I get lung what's in my lungs out,Cough
iodine cut my hand angstrom couple of days ago and although iodine didn't think iodine necessitate information_technology stitch information_technology hasn't close up.,Open wound
When I I dizzy I do not know why,Feeling dizzy
This long scar on my left buttock is from falling off my mountain bike. buttock,Injury from sports
i feel pain in my back,Back pain
"[""I can ' t get a girOt5iend NecxusW of my ZcHe.""]",Acne
['I feel pAiH in my rLhht shoulder aftRg the HFnnis match.'],Injury from sports
"when is hard the to am why? station, breath in metro It I underground",Hard to breath
iodine always feel like iodine rich_person menstrual striving evening if iodine don't rich_person my period.,Internal pain
There is a sharp pain my whenever I do this.,Ear ache
I feel pain in my neck after waking up up,Neck pain
The pain inch my ear be unbearable.,Ear ache
"My hair is falling without a reason, I can see a lot of hair on my working desk.",Hair falling out
